publish_date,headline_category,headline_text,Label,Party,sent1,Bias1,sent2,Bias2
20090417,unknown,McCullum to replace Ganguly as Kolkata Knight Riders skipper,0,0,neu,-1,0,-1
20040907,city.mumbai,Nana aims to be big shot now,0,0,neu,-1,0,-1
20140503,news,Smriti Irani; Kumar Vishwas ensure Rahul Gandhi doesn't get walkover in Amethi,0,0,neu,-1,0,-1
20160406,city.mumbai,Delhi; Mumbai; Goa on terror radar: Intelligence report,0,0,neu,-1,0,-1
20020112,city.chandigarh,FEAR alleges backdated selection,0,0,neg,1,0,-1
20160705,india,Chemists seek regulation of online sale; threaten strike,0,0,neu,-1,0,-1
20071114,business.india-business,India's first 'MDF board from bagasse' factories planned,0,0,neu,-1,0,-1
20140228,india,Kejriwal summoned as accused in criminal defamation case,0,0,neu,-1,-1,1
20070520,unknown,36 bar dancers arrested in Mumbai,0,0,neu,-1,0,-1
20100113,city.pune,Chargesheet filed against four in Nayana Pujari murder case,0,0,neu,-1,0,-1
20160524,city.ahmedabad,Islamic banking to debut in Gujarat,0,0,neu,-1,0,-1
20030725,removed,Is US govt ready to prevent another 9/11?,0,0,neu,-1,0,-1
20190505,india,Rahul's business partner got defence deals under UPA: BJP,-1,1,neu,-1,0,-1
20190410,city.mangaluru,Good adherence to model code of conduct in coast,0,0,neu,-1,1,0
20110707,city.kanpur,School kids educated about traffic rules,0,0,neu,-1,0,-1
20141207,city.guwahati,Burdwan blast case: Key JMB cadre held in Assam,-1,1,neu,-1,0,-1
20090302,entertainment.english.hollywood,Oprah; Larry King vying for Goody interview,0,0,neu,-1,0,-1
20090724,sports.icc-world-cup-2015,Champions League venues announced,0,0,pos,0,0,-1
20151109,life-style.relationships.man-woman,10 Best Diwali gifting ideas for men,0,0,neu,-1,1,0
20090101,world.south-asia,'Bangla soil won't be used for terror',0,0,neu,-1,0,-1
20160804,city.kolkata,BJP refuses to support Bengal's name change,0,0,neu,-1,0,-1
20060718,city.chandigarh,Cops; politicians are hand in glove,0,0,neu,-1,0,-1
20181124,city.madurai,Food that brings smile to all,-1,1,neu,-1,0,-1
20021024,unknown,Putin cancels Portugal visit,0,0,neu,-1,0,-1
20111019,tech.tech-news,Asus to open 100 stores in 2012,-1,1,neu,-1,0,-1
20140310,city.chandigarh,AAP third list likely on Monday,0,0,neu,-1,0,-1
20150521,life-style.fashion.buzz,'Train'ing day for fashionistas at Cannes,-1,1,neu,-1,0,-1
20160809,city.kochi,Corp to rope in firms to purchase plastic waste,-1,1,neu,-1,0,-1
20140125,city.mumbai,No performance; complaints led to Daya Nayak's transfer?,0,0,neu,-1,0,-1
20131204,entertainment.events.delhi,International travel brand TUMI launches 'Makes Life Beautiful Work' campaign in Delhi,0,0,neu,-1,1,0
20130218,city.mysuru,Surya Bakery Circle turns nightmare for motorists; pedestrians,0,0,neu,-1,0,-1
20110220,sports.football,I-League: Salgaocar crush Chirag United 4-1,0,0,neu,-1,0,-1
20161219,city.ranchi,Death toll of saved larks rises to 48,0,0,neu,-1,0,-1
20170517,city.noida,Need better traffic management in Noida Extn,-1,1,neu,-1,1,1
20181023,city.noida,442 plots on offer in Noida,0,0,neu,-1,0,-1
20200119,city.ahmedabad,Asia School trustee loses Rs 94;000 from e-wallet,0,0,neu,-1,0,-1
20160719,india,No anti-labour legislation planned: Labour minister,0,0,neu,-1,0,-1
20081015,city.hyderabad,Boeing upset as KF; Jet tie up,0,0,neu,-1,0,-1
20200928,city.coimbatore,Tirupur girl wins best child actress award,-1,1,pos,1,1,1
20021128,home.education,Microsoft course,0,0,neu,-1,0,-1
20100803,unknown,Srinagar under siege; 8 more die in street fights,0,0,neu,-1,1,0
20180603,city.navimumbai,First showers: 3 electrocuted; flights delayed,0,0,neu,-1,1,0
20110611,india,Singur ordinance dropped; Didi to draw up new bill,0,0,neu,-1,0,-1
20020206,unknown,Israel seeks US nod on Arrow missiles,-1,1,neu,-1,0,-1
20030103,edit-page,MIDDLEBRShining Example,-1,1,neu,-1,0,-1
20131230,home.campaigns,Intolerable pain is worthy of what I lost,0,0,neg,1,1,0
20130925,home.campaigns,Galli grit at Tate,0,0,neu,-1,0,-1
20140705,entertainment.hindi.bollywood,OMG: Salman Khan and Shah Rukh Khan to hug again?,0,0,neu,-1,0,-1
20180604,citizen.stories,Operation Khatara,0,0,neu,-1,0,-1
20111013,city.guwahati,Development projects get govt priority,0,0,neu,-1,0,-1
20020326,india,Govt has no moral right to pass Poto: CPM,-1,1,neu,-1,0,-1
20050312,india,Sainiks ransack India Today office in Mumbai,0,0,neu,-1,0,-1
20030311,hyderabad-times,Don't lose your head over a helmet!,0,0,neu,-1,0,-1
20100928,city.allahabad,Old woman dies in road mishap,0,0,neu,-1,0,-1
20140725,city.delhi,Designer Varija Bajaj showcases her latest collection at the GF Nite held in Delhi,0,0,neu,-1,1,0
20150427,city.mumbai,Loss in sugar co-op polls a bitter pill for Eknath Khadse,0,0,neu,-1,0,-1
20190310,city.patna,Patna: Now; app to locate buses,0,0,neu,-1,0,-1
20161129,city.chandigarh,Alka Singh; wife of Punjab governor presided the convocation ceremony for Guru Gobind Singh College for Women,0,0,neu,-1,0,-1
20140812,city.kolkata,Trafficked Bengal girls rescued in Delhi,0,0,neu,-1,0,-1
20191225,city.visakhapatnam,Exe capital dreams: Will city police commissionerate get an upgrade?,0,0,neu,-1,0,-1
20120618,home.education,Judgment day,0,0,neu,-1,0,-1
20170627,business.international-business,Intraday targets/key levels,0,0,neu,-1,0,-1
20090804,entertainment.events.bangalore,Friendship Day with DJ Clitus!,-1,1,neu,-1,0,-1
20090521,india,Lanka promises to give India Prabhakaran's death certificate,-1,1,neu,-1,0,-1
20180930,removed,best speakers sound systems that you must own,0,0,neu,-1,1,0
20041001,city.pune,Mulk Raj Anand cremated with full state honours,0,0,neu,-1,1,0
20021003,city.lucknow,Communal tension grips Varanasi locality,0,0,neu,-1,0,-1
20111219,sports.golf,Aditi upstages Vani for All India Ladies Amateur title,0,0,neu,-1,0,-1
20020327,city.ahmedabad,Kvaerner bags Reliance project at Hazira,-1,1,neu,-1,0,-1
20141214,entertainment.kannada.music,Adnan Sami croons for Ganesh,0,0,neu,-1,0,-1
20100627,blogs,S A Aiyar: Hills show way forward for tribals,0,0,neu,-1,0,-1
20140905,city.navimumbai,Pre-paid auto system in Panvel skids to stop,-1,1,neu,-1,0,-1
20120925,city.bengaluru,Residents doing their bit to make plan a success,-1,1,neu,-1,0,-1
20070215,india,Sudden eclipse for Mulayam,0,0,neu,-1,0,-1
20161230,city.ahmedabad,Congress in Gujarat may project a CM face for 2017 polls,0,0,neu,-1,0,-1
20190507,elections.news,Are there two model codes of conduct? Arun Jaitley asks Congress,0,0,neu,-1,0,-1
20060511,city.chandigarh,Fake documents; real booking,0,0,neg,1,0,-1
20050925,unknown,Govt for handing over Rajo case to CBI,-1,1,neu,-1,0,-1
20150320,city.kozhikode,Corportation council meeting,0,0,neu,-1,0,-1
20181007,india,Security stepped up ahead of local body polls in Kashmir Valley,0,0,neu,-1,0,-1
20190217,city.chandigarh,Conman dupes transporter of Rs 2.83L using online advt,0,0,neu,-1,0,-1
20191031,city.chennai,Chennai: Spooky platters to please your palate,0,0,neu,-1,0,-1
20140623,entertainment.hindi.bollywood,Hrithik Roshan is texting newbies,0,0,neu,-1,0,-1
20161102,sports.football,Football: Allegri hails ton-up Buffon; but 'focus on Lyon',0,0,neu,-1,0,-1
20180221,city.madurai,Document writers stage stir in Madurai,0,0,neu,-1,0,-1
20170411,city.pune,Experts feel umbrella agency must to regulate higher education,-1,1,neu,-1,0,-1
20120323,city.ahmedabad,Cops use interpreter to record statement,0,0,neu,-1,0,-1
20170828,city.delhi,Love triangle may be behind St Stephen's hospital killing,0,0,neu,-1,0,-1
20070429,home.sunday-times.all-that-matters,Lawmakers as law-breakers,0,0,neu,-1,0,-1
20180527,entertainment.english.music.news,George Michael's ex to challenge his will,0,0,neu,-1,0,-1
20140129,city.lucknow,SP raises stipend of madrassa teachers,0,0,neu,-1,0,-1
20141006,entertainment.malayalam.movies.news,I worked on Vellimoonga for three years: Jibu Jacob,-1,1,neu,-1,0,-1
20130629,home.campaigns,Tea-time antics,-1,1,neu,-1,0,-1
20090227,city.hyderabad,NTP merges with PRP,0,0,neu,-1,0,-1
20120607,city.chandigarh,Engineering student killed for taking on molesters,0,0,neg,1,0,-1
20101204,city.bengaluru,Third nano edition on Dec 8; 9,0,0,neu,-1,0,-1
20020923,edit-page,TODAYS EDITORIALSBRWorthy of Hire,0,0,neu,-1,0,-1
20121209,entertainment.tamil.movies.news,Kamal's next after Viswaroopam,0,0,neu,-1,0,-1
20110513,city.delhi,Didi; mishti doi and adda: C R Park celebrates,0,0,neu,-1,0,-1
20020608,india,J&K govt announces relief for border migrants,-1,1,neu,-1,0,-1
20111003,unknown,Capt. Shashi Kant Sharma,0,0,neu,-1,0,-1
20170218,sports.off-the-field,Virat Kohli wants you to read this book that has changed his life,0,0,neu,-1,0,-1
20070830,entertainment.hindi.bollywood,Rajpal Yadav is ready for some bytes,0,0,neu,-1,0,-1
20100802,city.delhi,Hit by police van; airline staffer critical,-1,1,neu,-1,0,-1
20150104,city.goa,Nirmal joins Dempo,0,0,neu,-1,0,-1
20030220,city.patna,PU campus becomes encroachers' paradise,0,0,pos,0,0,-1
20130726,sports.icc-world-cup-2015,Dixit all set for second term as VCA president,0,0,neu,-1,0,-1
20180524,city.gurgaon,Panel for talks with civic workers as waste piles up,0,0,neu,-1,0,-1
20180630,sports.football.fifa-world-cup,FIFA World Cup 2018: Riding on a million prayers; Argentina take on France,0,0,neu,-1,0,-1
20100624,entertainment.hindi.bollywood,The most wanted Bollywood Khan,0,0,neu,-1,1,0
20011124,city.mumbai,CM; not Bhujbal; will decide on terror law,0,0,neu,-1,0,-1
20070113,india,Bouquets; not brickbats for this duty-evader,0,0,neu,-1,0,-1
20150717,city.chennai,Dornier crash: Victims' kin give samples for DNA test,0,0,neu,-1,0,-1
20181107,city.chandigarh,Deputy Commissioners; SSPs told to be strict on time restrictions,0,0,neu,-1,0,-1
20040617,city.mumbai,Dharavi to get a sports complex by March '05,0,0,neu,-1,0,-1
20180511,city.kochi,Driver of ex-CI suspended for seeking bribe,0,0,neu,-1,0,-1
20190816,entertainment.hindi.bollywood,Photos: Brother Ishaan Khatter shares 'Bhaijaan' Shahid Kapoor's picture from their road trip,0,0,neu,-1,0,-1
20070828,entertainment.events,Mahesh Bhatt's afternoon bash,0,0,neu,-1,0,-1
20081203,business.international-business,Global markets see mixed response,0,0,neu,-1,0,-1
20200101,city.kochi,Invasive species increasing in Kerala's core forest areas,0,0,neu,-1,0,-1
20161216,city.chandigarh,Punjab Cabinet gives sanction to creating 1;650 jobs in govt,0,0,neu,-1,0,-1
20051212,india,PM: India-China partner-partner,0,0,neu,-1,0,-1
20110426,city.hyderabad,10 'summer' colleges closed down in Hyderabad,-1,1,neu,-1,0,-1
20110130,city.delhi,Man robbed of cash; chain at ATM,-1,1,neu,-1,0,-1
20150523,city.hyderabad,'Kanyadanam' greatest of all virtues; says governor,0,0,pos,0,1,0
20200630,city.hubballi,Hubballi: Four home guards infected,-1,1,neu,-1,0,-1
20200816,home.education,Mangalore University plumps for digital valuation in the new normal,0,0,neu,-1,0,-1
20070209,business.india-business,India's forex reserves up by $995 mn,0,0,neu,-1,0,-1
20161105,entertainment.english.music.news,Beyonce; Jay Z perform in campaign concert for Clinton,0,0,neu,-1,0,-1
20161030,city.thiruvananthapuram,Auto driver held after 2 Uber taxis vandalized,0,0,neu,-1,0,-1
20180108,city.chandigarh,Tax paid; but Panchkula residents still get notices,0,0,neu,-1,0,-1
20100801,city.thiruvananthapuram,6-yr-old comes out of coma; thanks to music,0,0,neu,-1,0,-1
20140610,city.chennai,Chennai temperature shoots up a day after heavy rains cool city,0,0,neu,-1,0,-1
20120723,home.campaigns,Brazilian beat,0,0,neu,-1,0,-1
20160322,entertainment.kannada.movies.news,Suraj Gowda's next unfolds over one night,0,0,neu,-1,0,-1
20201015,life-style.fashion.shows,India Fashion Week's digital debut,0,0,neu,-1,0,-1
20120322,unknown,Parallel New Year festivities,0,0,pos,0,0,-1
20120713,city.ranchi,Salaries of block education officers put on hold,0,0,neu,-1,0,-1
20160925,entertainment.english.hollywood,Felicity Jones enjoyed learning kung fu,0,0,neg,1,1,0
20101211,sports.icc-world-cup-2015,Tripura sign off with a victory over Goa,0,0,neu,-1,0,-1
20170815,business.india-business,IDBI Bank continues to be in the red; NPAs touch 24%,0,0,neu,-1,0,-1
20190518,city.agra,Stage set for Agra North assembly bypoll tomorrow,0,0,neu,-1,0,-1
20130115,home.education,Redefined primary school sections may bring minority schools under RTE's 25% free seat ambit,0,0,neu,-1,1,0
20031215,city.ahmedabad,Tribal Saputara set to woo tourists,0,0,neu,-1,0,-1
20130102,city.ahmedabad,Ahmedabad divisional railway manager transferred to Mumbai,0,0,neu,-1,0,-1
20121107,city.mangaluru,Strengthen Indian higher education sector: Experts,0,0,neu,-1,0,-1
20160923,city.allahabad,HC dismisses swami plea for case transfer,-1,1,neu,-1,0,-1
20101108,unknown,Bollywood to balloons,0,0,neu,-1,0,-1
20040927,city.mumbai,Police hunt for Jassi's enemy,-1,1,neu,-1,0,-1
20031101,business.india-business,Traders happy with roller-coaster Sensex,0,0,neu,-1,1,0
20121216,city.bengaluru,Good response to optional Class 10 exam,-1,1,neu,-1,1,1
20140819,tv.news.malayalam,Kappa TV launches website,0,0,neu,-1,0,-1
20080520,entertainment.hindi.bollywood,A Gurukul: their gift to Jaipur,-1,1,neu,-1,0,-1
20070812,sports.football,Over to EPL; the League of Nations,0,0,neu,-1,0,-1
20050207,world.rest-of-world,Nepal bans criticism of security forces,0,0,neu,-1,0,-1
20080327,business.india-business,Raghu Menon to be AI-IA's new CMD,0,0,neu,-1,0,-1
20130225,city.surat,Pulse polio administered to 4.60 lakh children,0,0,neu,-1,0,-1
20150729,entertainment.hindi.bollywood,Kareena Kapoor Khan: Working with Salman; Shah Rukh and Aamir is like being in a boxing ring,0,0,neu,-1,0,-1
20121026,business.india-business,BSNL; MTNL invite bids to review real estate assets,0,0,neu,-1,0,-1
20170717,india,2-month deadline to complete rape trials unrealistic: Study,0,0,neu,-1,0,-1
20160621,city.chennai,Madras Week returns on Aug 21; celebrate your city,0,0,neu,-1,0,-1
20141129,entertainment.bengali.music,Parash Pathar; of Priyo Bondhu fame; return to sing,0,0,neu,-1,0,-1
20200219,city.jaipur,Oppn walks out; says govt failed to pay crop premium,0,0,neu,-1,-1,1
20190711,city.kolkata,Better late than sorry; feel stuck Kolkata commuters,0,0,neu,-1,0,-1
20161130,city.mumbai,Legal battle on copyright of song resolved,0,0,neu,-1,0,-1
20141015,nri.community,Indian in US sentenced to death for killing baby and her grandmother,0,0,neg,1,0,-1
20160605,city.noida,4 robbers beat up driver on Noida e-way; flee with van,0,0,neu,-1,0,-1
20171107,business.international-business,Range blowout has Energy ETF gushing higher on the charts,0,0,neu,-1,0,-1
20080322,sports.golf,Ghei tied 50th; Indians stutter in Asian Tour International,0,0,neu,-1,0,-1
20120802,city.kolkata,Task force to probe fruit prices,0,0,neu,-1,0,-1
20140630,entertainment.hindi.bollywood,Subhash Ghai had signed Tiger Shroff 20 years ago!,0,0,neu,-1,0,-1
20130107,city.mangaluru,AAI relay cycling expedition from today; Mangalore leg from Jan 17,0,0,neu,-1,0,-1
20160203,life-style.people,Dear FB; when will you realise nude art is not porn?,0,0,neu,-1,0,-1
20070629,sports.icc-world-cup-2015,Gavaskar rubs the BCCI the wrong way,0,0,neu,-1,-1,1
20090409,india,In first phase of LS polls; 1;715 candidates will try their luck,0,0,neu,-1,0,-1
20130515,city.ahmedabad,SIT too a 'caged parrot',0,0,neu,-1,0,-1
20131106,city.indore,Youths cut on phone calls; fuel to save for new year bash,0,0,neu,-1,0,-1
20091116,city.chandigarh,Digital displays at shelters to count down till buses arrive,0,0,neu,-1,0,-1
20090224,city.thiruvananthapuram,Kerala government to honour Oscar winners with gold medals,0,0,neu,-1,0,-1
20141020,city.mumbai,22 hurt as SIA flight does hard landing,0,0,neu,-1,0,-1
20090420,entertainment.events.bangalore,Fridays are fun for Bangalore,0,0,neu,-1,0,-1
20130518,home.science,Low IQ can raise risk of schizophrenia,-1,1,neu,-1,0,-1
20171219,city.goa,Casino relocation policy next week,0,0,neu,-1,0,-1
20180925,city.chennai,Inmates segregated on caste basis in Tamil Nadu jail: Ex-prisoners,0,0,neu,-1,0,-1
20050122,city.ahmedabad,Policy missing in state's biotech push,0,0,neu,-1,0,-1
20040806,india,Microsoft man goes to US for training; dies mysteriously,0,0,neu,-1,0,-1
20150107,city.ahmedabad,Please; lock me in my barrack,-1,1,neu,-1,0,-1
20161104,city.kolkata,State liquor sales revenue sees 30% spike in October,0,0,neu,-1,0,-1
20090927,city.bengaluru,Cooperate with us for a permanent solution,0,0,neu,-1,0,-1
20130303,city.kanpur,CBSE class X: Maths paper easy yet lengthy,0,0,neu,-1,1,0
20110329,city.mumbai,4 acquitted in sand mining assault case,-1,1,neu,-1,0,-1
20170827,entertainment.hindi.bollywood,Arpita Khan Sharma rings in Ganeshotsav with husband Aayush Sharma and son Ahil,0,0,neu,-1,0,-1
20120724,city.varanasi,Nag Panchami celebrated with religious fervour,-1,1,neu,-1,0,-1
20081011,city.patna,Garib Rath rolls on; makes rlys richer,0,0,neu,-1,0,-1
20040813,cricket,We need to get better to break the final jinx Dravid,0,0,neu,-1,0,-1
20130401,unknown,MRS JATINDER KAUR (RANI),0,0,neu,-1,0,-1
20160630,city.jaipur,4 govt staff arrested in separate bribery cases,0,0,neu,-1,0,-1
20101130,regional,Unique musical do in Chennai,0,0,neu,-1,0,-1
20060525,city.delhi,2;200 shops in houses desealed on Day 2,-1,1,neu,-1,0,-1
20081205,india,ISI hyper-activity on border has India worried,0,0,neu,-1,0,-1
20180824,city.bhubaneswar,Two more aides of gangster Tito arrested,0,0,neu,-1,1,0
20151014,tech.tech-news,Paytm adds QR code option to app,0,0,neu,-1,0,-1
20100203,city.mumbai,Youth's suicide baffles cops,-1,1,neg,0,0,-1
20110925,india,IIT-K mulls restriction of web access,0,0,neu,-1,0,-1
20171008,entertainment.tamil.movies.news,Cinema is a one-way street: Mysskin,0,0,neu,-1,0,-1
20110824,city.kolkata,Posh areas in hawkers' grip,0,0,neu,-1,0,-1
20201113,city.varanasi,Greenish Warbler; migrant bird from Europe; spotted in Gorakhpur,0,0,neu,-1,0,-1
20191017,city.nashik,Maharashtra elections: BJP's tactics like Article 370 will not work out in polls,0,0,neu,-1,0,-1
20140430,city.bengaluru,Man kills himself after wife skips wedding anniversary,-1,1,neu,-1,0,-1
20161127,city.kanpur,Bicycle track of international standard: Swedish cyclists,0,0,neu,-1,0,-1
20160827,tech.tech-news,Spectrum to be auctioned off during end of September: Union communications minister,0,0,neu,-1,0,-1
20081203,city.delhi,Global education gets the nod,-1,1,neu,-1,0,-1
20150212,india,Sunanda Pushkar murder: Tharoor quizzed on IPL angle,0,0,neu,-1,0,-1
20181220,sports.cricket.ipl,2 cousins; 1 home; 2 IPL teams and a multi-crore bonanza,0,0,neu,-1,0,-1
20060804,business.india-business,Crude shock: Air fares climb up again,0,0,neg,1,-1,1
20161019,city.gurgaon,Now; data on flora; fauna & forest cover at your fingertips,0,0,neu,-1,0,-1
20020310,city.lucknow,Jilani seeks ban on VHP programme,-1,1,neu,-1,0,-1
20190518,city.thiruvananthapuram,Gold smuggling: DRI lens on Trivandrum airport staff,0,0,neu,-1,0,-1
20151228,world.us,Christmastime storms; tornadoes kill at least 43 in US,0,0,neu,-1,0,-1
20120211,entertainment.hindi.bollywood,Anushka Sharma in Rajkumar Hirani's next film,0,0,neu,-1,0,-1
20190106,city.patna,Tongues wag as Tejashwi Prasad Yadav ; Kanhaiya Kumar share stage,0,0,neu,-1,0,-1
20130620,city.delhi,Child rescued from abductors in 9 hours,-1,1,neu,-1,0,-1
20030628,city.patna,Row over Ganga pilot channel,0,0,neu,-1,0,-1
20020915,city.ahmedabad,Musharraf speaking Cong language: Modi,-1,1,neu,-1,0,-1
20160729,city.noida,High court verdict on DND toll today,0,0,neu,-1,0,-1
20170308,business.india-business,Big win: Delhi HC allows Natco to export generic Nexavar for R&D,0,0,neu,-1,0,-1
20020329,lucknow-times,This drug trail ends at your breakfast table,0,0,neu,-1,0,-1
20171125,city.nagpur,Satranjipura zone to auction 32 properties to recover Rs 2.86 lakh,0,0,neu,-1,0,-1
20100809,city.hubballi,180 animals electrocuted in Davanagere,0,0,neu,-1,0,-1
20140219,city.delhi,Nargis Fakhri celebrated femininity and womanhood with Veet Walk of Confidence in Delhi,0,0,neu,-1,1,0
20181015,city.ahmedabad,Man stares at ex-wife in garba; gets a beating by her current husband,-1,1,neu,-1,0,-1
20090423,tv.news.hindi,Clash of the judges,0,0,neu,-1,0,-1
20161129,city.chandigarh,Wife is richer than Chandigarh mayor,0,0,neu,-1,0,-1
20170610,city.kolkata,Caught unawares; tourists in mad rush to leave Darjeeling,0,0,neu,-1,-1,1
20070120,unknown,What are EFT monitors?,-1,1,neu,-1,0,-1
20100322,business.india-business,The Economy's Black Hole,-1,1,neu,-1,0,-1
20021006,unknown,Anju ready to take off,0,0,neu,-1,0,-1
20180906,city.goa,For making science fun; Bicholim teacher earns praise from PM Modi,0,0,neu,-1,0,-1
20190105,politics.politics-specials,For them; their treasury was more important than India's security: Nirmala Sitharaman,-1,1,neu,-1,1,1
20160504,city.ahmedabad,At GTU; 100 activity points must for degree,0,0,neu,-1,0,-1
20171115,india,'S Durga' could have hurt religious sentiments: Govt,0,0,neu,-1,0,-1
20150823,city.faridabad,Land Bill: Farmers' bodies meet Centre; discuss grievances,0,0,neu,-1,0,-1
20200421,city.hyderabad,Harish Rao reviews canal works in Siddipet; Dubbak,0,0,neu,-1,0,-1
20190115,city.bengaluru,MEMG cheated: Money transferred through hawala transactions,0,0,neu,-1,0,-1
20060814,india,Grenades recovered in Akhnoor,0,0,neu,-1,0,-1
20140712,unknown,OMG: Was Malaika Arora dating Arjun Kapoor?,0,0,neu,-1,0,-1
20140301,city.chennai,Vidya Singh was at her elegant best in Jiva Salon launch at Taj Club House in Chennai,0,0,neu,-1,1,0
20020130,city.hyderabad,Sentence on customs officials suspended,0,0,neg,1,0,-1
20020311,unknown,Full refund please,0,0,pos,0,1,0
20131008,home.campaigns,Home stay,0,0,neu,-1,0,-1
20080528,city.goa,60 artistes to be feted,-1,1,neu,-1,0,-1
20131226,city.chennai,3 car thieves arrested; 7 stolen vehicles seized,0,0,neg,1,0,-1
20141012,india,Modi woos Dera Sacha Sauda followers,0,0,neu,-1,0,-1
20090918,india,Home ministry on Israel warning: We're fully prepared,0,0,neu,-1,0,-1
20130423,city.delhi,HC dismisses accused's appeal to quash case,-1,1,neu,-1,0,-1
20180523,city.jammu,Several summer specials to Jammu from month-end,-1,1,neu,-1,0,-1
20130420,business.india-business,Steve Lyle: Diversity leads to innovation,0,0,neu,-1,0,-1
20160219,city.jaipur,Devotees paint the Hazrat Ziauddin dargah yellow,0,0,neu,-1,0,-1
20101122,city.bengaluru,PILs are mostly of private interest now: SC judge,-1,1,neu,-1,0,-1
20120711,india,Army pitches for huge funds to counter China and Pakistan,0,0,neu,-1,1,0
20020209,india,Bharti bests competition in Delhi mobile market,0,0,neu,-1,0,-1
20180724,city.bengaluru,Bescom's 'manually' automated kiosks only promise anytime service,0,0,neu,-1,0,-1
20110904,city.chennai,Woman run over by bus; fiance escapes,0,0,neu,-1,0,-1
20130209,india,Youth from rural Karnataka gear up to fight gender violence,0,0,neu,-1,0,-1
20160313,city.bhopal,House committee to check student suicides,-1,1,neu,-1,0,-1
20080223,entertainment.events.delhi,A shaadi & a party,0,0,neu,-1,0,-1
20150422,sports.boxing,Bayless chosen to referee Pacquiao-Mayweather fight,0,0,neu,-1,0,-1
20140503,entertainment.kannada.movies.news,Yogaraj Bhat replaces heroine without prior warning?,0,0,pos,0,0,-1
20131007,india,General strike cripples life in Manipur against Myanmar fencing in Chandel,0,0,neu,-1,0,-1
20080623,edit-page,SACRED SPACE: Supply and Demand,0,0,neu,-1,0,-1
20110912,sports.icc-world-cup-2015,Ambrose; Davidson; Belinda Clark inducted into Hall of Fame,0,0,neu,-1,0,-1
20161206,city.navimumbai,NMMC 1st in Maharashtra to go cashless,0,0,neu,-1,0,-1
20180727,world.uk,Setback for Vijay Mallya: Can't appeal against London HC verdict,0,0,neu,-1,0,-1
20040212,city.hyderabad,Joy remains sadly absent despite comforts: Guru,0,0,neg,1,0,-1
20100204,unknown,Thanks to Thackerays; Mumbai pushes invt to Gujarat Thank the Thackerays: Mumbai pushing investments to Gujarat,0,0,neu,-1,0,-1
20161226,city.raipur,Raipur: BALCO bags award for quality circle campaign,0,0,neu,-1,0,-1
20161125,city.pune,Traffic head constable held for graft,-1,1,neu,-1,0,-1
20200903,city.coimbatore,No leopard in Madukkarai,-1,1,neu,-1,0,-1
20171219,city.mysuru,Avarekai to tickle your taste buds at winter festival,0,0,neu,-1,0,-1
20111128,sports.icc-world-cup-2015,Praveen Kumar ruled out of first ODI against West Indies,0,0,neu,-1,0,-1
20171219,city.gaya,Gaya College team lifts cricket trophy,-1,1,neu,-1,0,-1
20040926,india,We were ready to accept Sonia as PM: Pawar,0,0,neu,-1,0,-1
20020226,unknown,ICICI-Pru's child policy,0,0,neu,-1,0,-1
20070419,city.delhi,CA held after wife ends life,0,0,neu,-1,0,-1
20081204,india,Terror; rebels; caste factor make Rajasthan poll calculations difficult,0,0,neg,1,-1,1
20200817,city.mumbai,Couple parts ways; but shares custody of 2 dogs in Mumbai,0,0,neu,-1,0,-1
20111224,india,Make environment a poll issue; says Baba Seechewal,0,0,neu,-1,0,-1
20090901,city.mumbai,1.2 million in city earn less than Rs 20/day,0,0,neu,-1,0,-1
20170705,india,'Supplemented nuclear' families make 16% of Indian households,0,0,neu,-1,0,-1
20170528,city.goa,Complaints against contestants rejected,-1,1,neg,0,0,-1
20140810,india,Modi; Manmohan visit ailing Jaswant,0,0,neu,-1,0,-1
20150620,tech.tech-news,Make in India: LG planning to manufacture smartphones in India,0,0,neu,-1,0,-1
20030123,city.lucknow,Pesticides kill 50 pc fish hatchlings,-1,1,neu,-1,0,-1
20050308,delhi-times,Been there; Dan that,0,0,neu,-1,0,-1
20180723,auto.miscellaneous,Profitability of top 23 auto companies just 2.79% of total gross turnover in FY17,-1,1,neu,-1,0,-1
20141130,unknown,10 Celebs That Are Difficult to Work With,-1,1,neu,-1,-1,0
20130321,city.nashik,Only 57% of planted saplings survive,0,0,neu,-1,0,-1
20150805,unknown,Baijayant 'Jay' Panda: Clear; time bound procedures will end unnecessary controversy over executions,0,0,neu,-1,0,-1
20180820,city.patna,MU seeks details from Thailand education officials,-1,1,neu,-1,0,-1
20130318,entertainment.english.hollywood,The Amazing Spider-Man 2,0,0,pos,0,1,0
20140911,world.us,Richard Kiel; Jaws actor from Bond films; dies at 74,0,0,neu,-1,0,-1
20200429,city.visakhapatnam,Vizag: Meet to check on hospital's preparedness,0,0,neu,-1,0,-1
20130726,unknown,US Vice Prez's wife dines in Mumbai,0,0,neu,-1,0,-1
20090819,city.mangaluru,Students support the move in one voice,-1,1,neu,-1,0,-1
20160611,city.pune,Seven in net for brawl in popular Kondhwa eatery,0,0,neu,-1,0,-1
20110718,sports.tennis,Somdev down three places in ATP rankings,0,0,neu,-1,0,-1
20141223,city.goa,Surprise check held at Vasco rly station,-1,1,neu,-1,0,-1
20011212,city.patna,Examinees in trouble due to BSEB strike,-1,1,neu,-1,0,-1
20180626,city.hubballi,People who do not dump waste in bin could face action,-1,1,neu,-1,0,-1
20170129,city.bengaluru,Constable's wife commits suicide in police quarters,0,0,neu,-1,0,-1
